Gaelg
*Greetings|Bannaghtyn
That's the best thing you can do.|Shen y red share oddys shiu jannoo.
You were very lucky.|Va shiu feer aighar.
You have always been very sympathetic.|Ta shiu er ve co-ennaghtagh dy-kinjagh.
You have been somewhat presumptuous.|Ta shiu er ve cooid veg ard-vooaralagh.
Don't be ungrateful.|Ny bee neuwooisal.
Don't be capricious.|Ny bee skelimagh.
Be kind.|Bee kenjal.
Let us be just.|Lhig dooin ve cair.
You are welcome.|Failt erriu.
Be charitable.|Bee shiu giastyllagh.
It must have been frightful.|Shegin er ve agglagh.
Let us have patience.|Lhig dooin ve surransagh.
Have patience.|Bee surransagh.
It is not true that I am ungrateful.|Cha nel eh firrinagh dy vel mee neu-wooisal.
It is well for us to be friends.|S'mie dy vel shin nyn gaarjyn.
You must have more courage.|Shegin ve ny smoo dy chreeaght eu.
If I were well I would accompany you.|Dy beign slane raghin maroo.
Good work has been done here.|Ta obbyr vie er ve jeant aynshoh.
Be quiet.|Bee feagh.
Let us be calm.|Lhig dooin ve kiune.
Don't be like that.|Ny bee myr shen.
Don't let us exaggerate.|Ny lhig dooin cloie fodjeeaght.
The day for that has not yet come.|Cha nel y laa son shen er jeet foast.
It is better to remain at home.|Share tannaghtyn ec y thie.
You lost your temper.|Chaill shiu nyn dappey.
We were not there.|Cha row shin ayns shen.
Don't use any ceremony with me.|Ny shass er cliaghtey er my hons.
Whether you're right or wrong, you might be more modest.|Vel oo kiart ny cam, oddagh oo ve ny s'fastee.
Be civil towards everybody.|Bee beasagh da ooilley.
Better late than never.|Share anmagh na dyn dy-bragh.
I've nothing to complain of.|Cha nel veg aym dy hrughaney mysh
There's nothing the matter with me.|Cha nel veg jannoo orrym.
It is to be hoped that it will have no bad consequences.|Shegin dooin treishteil nagh bee drogh eiyrtys.
I'm very happy to hear it.|Ta mee feer vaynrey clashtyn eh.
That's the best thing you can do.|Shen y red share oddys shiu jannoo.
It's impossible for me to learn my lesson.|Te neuyantagh dou dy ynsagh my lessoon.
I'm writing my exercise.|Ta mee screeu my roortys.
Don't push me.|Ny seiy mee.
Try again.|Prow reesht.
It's too fine.|T'eh ro cheyl.
It's an excellent one.|T'eh feer vie.
You are welcome.|Ta mee ec yn chirveish eu.
Take this pen.|Gow yn penn shoh.
It's very good.|T'eh feer vie.
Here it is; try it.|Shoh eh; prow eh.
Now I've only the address to write.|Cha nel aym agh yn enmys dy screeu nish.
I'm very well.|Ta mee feer vie.
Lend me a few postage-stamps.|Eeasee dou kuse veg dy chowraghyn-post.
You've no time to spare, for it's very late.|Cha nel traa erbee eu dy spaarail, son te feer anmagh.
Yes, it must go to-day.|Ta, shegin da goll jiu.
Give me an envelope.|Cur coodagh dou.
Don't do such silly things.|Ny jean lheid ny reddyn ommijagh.
Open the window.|Foshil yn uinnag.
Be diligent.|Bee jeidagh.
After tearing it up, he stamped on it.|Lurg raipey eh, stamp eh er.
Lose no time.|Ny caill traa erbee.
Go and play in the field.|Immee as cloie 'sy vagher.
It doesn't flow well.|Cha nel eh roie dy-mie.
The ink is too thick.|Ta'n doo ro hiu.
Bring me a pencil.|Cur lhiu penn-leoaie hym.
It isn't black enough.|Cha nel eh doo dy-liooar.
Here's another kind.|Er hoh sorch elley.
Throw it away.|Ceau ersooyl eh.
It's too pale.|T'eh ro ghlass.
It spurts.|T'eh spreih.
Let us make haste.|Lhig dooin jannoo siyr.
Try it.|Prow eh.
That's a good one.|Ta shen fer mie.
It's only three o'clock.|Cha nel eh agh tree er y chlag.
Lend me it.|Eeasee dou eh.
Send them to me without delay.|Cur hym ad fegooish cumrail.
Give it to them please.|Cur daue eh my sailt.
I'm afraid his brother will break them.|Ta aggle orrym dy brish e vraar ad.
Give it to him quickly.|Cur da eh dy-tappee.
Procure some for me.|Fow paart dou.
Don't promise them any.|Ny giall veg daue.
Don't send us any.|Ny cur veg hooin.
Let us give him some.|Lhig dooin cur paart da.
Don't let us send them any.|Ny lhig dooin cur veg huc.
Don't let us buy him any.|Ny lhig dooin kionnagh veg er e hon.
Let us offer them some.|Lhig dooin arral paart orroo.
Don't offer him any.|Ny arr veg er.
They don't want any.|Cha nel ad laccal veg.
Give them a few used ones.|Cur daue kuse veg dy feallagh ymmydit.
Don't give me any.|Ny cur veg dou.
They've sent us some game.|T'ad er chur feieys dooin.
Don't show it to me.|Ny jeeagh dou eh.
I've returned it to you.|Hug mee er-ash diu ee.
I've no doubt of it.|Cha nel dooyt erbee aym.
This thing has lost all its lustre.|Ta'n red shoh er choayl ooilley e hollysid.
Do good with all thy might.|Jean mie lesh ooilley dty niart.
Let me hear from you now and then.|Lhig dou clashtyn void nish as eisht.
Don't go there, you will rue it.|Ny immee dys shen, yiow arrys.
You ought to have done it yourself.|Lhisagh oo er n'yannoo eh oo-hene.
It's a pity he can't come.|S'doogh nagh vod eh cheet.
It would be easy to find it out.|Veagh eh aashagh feddyn magh eh.
It's right that you should do so.|S'kiart dhyt jannoo myr shen.
It's the most disgraceful thing that ever was seen.|T'eh yn red s'neuooasle va rieau er ny akin.
You'll find him quite by himself.|Yiow eh ny lomarcan.
One often tries to deceive others, and is deceived himself.|Ta fer goaill er hene dy-mennick dy volley feallagh elley, as t'eh er ny volley eh hene.
Have pity on me.|Jean myghin orrym.
Their mother is very angry with them.|Ta'n voir oc feer chorree roo.
He walked before them.|Hooill eh rhymboo.
He'll go with you.|Hed eh meriu.
He can do that without me.|Foddee eh shen y yannoo m'egooish.
It is I who say so.|She mish ta gra myr shen.
Your companions are behind you.|Ta ny cumraagyn eu nyn jei.
I'm speaking to you as well as to them.|Ta mee chammah loayrt riuish as roosyn.
One might think he was mad.|Smooinagh fer dy row eh keoi.
One never forgets his native country.|Cha nel fer dy-bragh jarrood cheer e ghooie.
One thinks too much of oneself.|Ta fer smooinaghtyn rouyr er hene.
They and their children have much to bear.|Ta mooarane ocsyn as ec nyn baitchyn dy hurral.
Don't laugh at her.|Ny gear urree.
She doesn't say what she thinks.|Cha nel ee gra c'red t'ee smooinaghtyn.
We've missed the most favourable opportunity.|Ta shin er choayl yn caa s'foayroiley.
Nothing's easier than that.|Cha nel veg ny sassey na shen.
You talk more than you study.|Ta shiu taggloo ny smoo na gynsagh.
They're at church.|T'ad ec y cheeill.
You are joking.|Ta shiu spotcheraght.
The more difficult a thing is, the greater the honour in doing it.|Myr s'doillee red, smoo yn onnor jannoo eh.
The more diligent you are, the more you'll improve.| Myr s'jeidee ta shiu, share hig shiu dy ve.
The kinder one is, the more is one beloved.|Myr s'dooie fer, smoo shynney lesh sleih ad.
Nobody has seen him there.|Cha nel pagh erbee er n'akin eh ayns shen.
He hasn't been there yet.|Cha nel eh er ve ayns shen foast.
Yes, unfortunately.|Ta, s'treih lhiam gra.
Yes, to be sure.|Ta, dy ve shickyr.
It's a difficult undertaking, you won't succeed in it.|Bee eh doillee diu dy ghoaill ayns laue, cha jig eh lhiu.
You'll see them all there.|Nee shiu fakin ad ooilley ayns shen.
I've been there.|Ta mee er ve dys shen.
You've been there lately.|Ta shiu er ve ayns shen er-y-gherrid.
Not for some days.|Cha nel rish shiartanse dy laghyn.
The more one has the more one wants.|Myr smoo t'ec fer, smoo saillish.
That will be very disagreeable to them.|Bee shen feer neuhaitnyssagh daue.
Nothing is worse than that.|Cha vel veg ny smessey na shen.
Stay there for a moment.|Fuirree ayns shen shallid.
The braver a man is, the less he boasts.|Myr s'gastey dooinney, sloo boggys t'echey.
Don't stir from the place.|Ny gleash veih'n voayl.
I've often told you so, you never pay any attention.|Ta mee dy-mennick er 
n'insh dhyt myr|shen, agh cha nel oo dy-
He'll succeed sooner or later.|Hig nheeghyn lesh ny s'leaie ny ny s'anmee.
We went all round.|Hie shin ooilley mygeayrt.
Man is everywhere the same.|Ta dooinney yn lheid cheddin dy- chooilley raad.
Don't go there.|Ny immee dys shen.
Come here.|Trooid dys shoh.
Speak sensibly.|Loayr dy-keeallagh.
Go in quite quietly.|Immee stiagh slane feagh.
I'll tell you quite frankly, that you haven't acted honourably in this affair.|Inshym slane foshlit dhyt nagh vel oo er n'aghtey dy-onnoroil ayns y chooish shoh.
They've had no news at all.|Cha nel naight erbee er ve oc.
The more merit one has, the more modest one is.|Myr smoo yn toilchinys t'ec fer, s'fasteet'eh.
The less knowledge one has, the more conceited one is.|Myr sloo yn fys t'ec fer, smoo corvian t'echey.
The more exercise you take, the better you'll be.|Myr smoo yn roortys ghowys oo, share vees oo.
Don't all speak at once.|Ny loayr ooilley ec y traa cheddin.
These are the conditions, without which it is impossible to succeed.| Shoh ny conaantyn, nyn vegooish cha nod veg cheet lesh.
I've forgotten the details of the fact you mention.|Ta mee er n'yarrood ny mynreddyn jeh'n irriney t'ou g'imraa.
That is where you are mistaken.|Ta shen raad t'ou jannoo marran.
How can you do that without my permission.| Kys vod oo jannoo eh shen fegooish my chied.
However opposed our opinions may be, do not let us hate each other.|Kied echey ta nyn gredjueyn shassoo noi e cheilley, ny lhig dooin ve dwoaieagh er y cheilley.
However rich you may be, don't despise the poor.|Kied echey berchagh as foddee shiu ve ny soie beg jeh ny boghtyn.
To be truthful is a virtue.|S'mie ve firrinagh.
You don't know what you are saying.|Cha s'ayd c'red t'ou gra.
You don't know what has happened.|Cha s'ayd c'red t'er daghyrt.
I'll give him everything he needs.|Verym da dy-chooilley red t'eh shassoo ayns feme jeh.
What I wish most is to see you happy.|Cre smoo saillym te dy yeeaghyn oo maynrey.
Every evil has its remedy.|Ta olk as e chouyr echey.
Each country has its own peculiar customs.|Ta dagh cheer as e chliaghtaghyn er-lheh eck.
Everybody has his faults.|Ta dy-chooilley phersoon as e oiljyn echey.
You mustn't speak ill of anybody.|Cha nhegin dhyt loayrt dy-holk jeh pagh erbee.
Nobody believes it.|Cha nel pagh erbee credjal eh.
It becomes us to be polite to everybody.|Te cheet jesh dooin dy ve cooyrtoil da ooilley.
Great as his wealth is, which he has amassed, it has not made him happy.|Ga s'mooar yn berchys t'eh er garnanaghey, cha nel eh er n'yannoo maynrey eh.
He speaks ill of nobody.|Cha nel eh loayrt dy-olk mysh pagh erbee.
Be that as it may, I've made up my mind.|Foddee shen y ve, agh ta m'aigney jeant magh.
Whatever you may say, I'll prove to you that you're wrong.|Cre erbee foddee oo gra, n'eem prowal dhyt dy vel oo cam.
You have no taste for anything.|Cha nel veg dy vlass ayd son red erbee.
Come and tell us who is right, I or my daughter.|Tar as insh dooin quoi ta 
kiart, mish ny|my neen.
We believe what is probable.|Ta shin credjal shen ny ta cosoylagh.
It's better to have too much than too little.|Share rouyr na beggan ve ec fer.
I'm much obliged to you for the pleasure you have given me.|Ta mee kianlt booise dy mooar diu son y taitnys ta shiu er chur dou.
Good-bye for the present.|Slane lhiu son y traa t'ayn.
Thank you for calling to see me.|Gura mie eu son cheet dy my yeeaghyn.
We haven't too much time.|Cha nel rouyr traa ain.
Yes, I remember it very well.| S'cooin lhiam dy-mie eh.
There's good news.|Ta naight vie ayn.
There's nothing to talk about.|Cha nel veg dy loayrt mysh.
I'm sorry, I have to go.|S'treih lhiam, shegin dou goll.
The rain has cooled the air.|Ta'n fliaghey er veayraghey yn aer.
The rain has laid the dust.|Ta'n fliaghey er chur sheese yn joan.
The sun is as hot as in the middle of summer.|Ta'n ghrian cha cheh as ayns mean y touree.
To-morrow we shall have hard frost.|Bee rio creoi ain mairagh.
It's quite an age since we met last.|Cha nel shin er jeet nyn guail rish foddey.
You ought always to get up early.|Lhisagh shiu g'irree dy-moghey dy-kinjagh.
It's past eight o'clock.|Te lurg hoght er y chlag.
It's too early yet.|Te ro voghey foast.
